24, 164.714, 162.741, 95.1744
48, 165.481, 162.149, 47.841
96, 97.9721, 94.5932, 36.5759
192, 90.3558, 88.2124, 36.185
384, 52.4598, 45.8007, 35.7425
768, 38.4483, 35.2051, 31.333
1536, 21.1286, 19.2152, 18.2772
3072, 12.3099, 11.5094, 12.7234
6144, 9.44582, 9.34985, 11.5423
12288, 8.68977, 8.60139, 11.4532
24576, 6.41042, 8.50303, 12.2071
